# clock_trace bin2csv rows=1962 seqEnd=1962 dropped=0
seq,uptimeMs,utcEpoch,ppsCount,residualMs,holdoverMs,freqPpm,tempC,tempCorrPpm,qualityMs,state,ppsFresh,timeValid,tempComp,satellites
262,313348,1789969610,148,0,163607,-12.0211,42.80,-0.000,125,3,0,1,1,14
263,314349,1789969611,148,0,164608,-12.0211,42.80,-0.000,125,3,0,1,1,14
264,315349,1789969612,148,0,165608,-12.0211,42.80,-0.000,125,3,0,1,1,14
265,316349,1789969613,148,0,166608,-12.0211,42.80,-0.000,125,3,0,1,1,14
266,317349,1789969614,148,0,167607,-12.0211,42.80,-0.000,125,3,0,1,1,14
267,318349,1789969615,148,0,168608,-12.0211,42.80,-0.000,125,3,0,1,1,14
268,319349,1789969616,148,0,169608,-12.0211,42.80,-0.000,125,3,0,1,1,14
269,320349,1789969617,148,0,170608,-12.0211,42.80,-0.000,125,3,0,1,1,14
270,321349,1789969618,148,0,171607,-12.0211,42.80,-0.000,125,3,0,1,1,14
271,322349,1789969619,148,0,172608,-12.0211,42.80,-0.000,125,3,0,1,1,14
272,323349,1789969620,148,0,173608,-12.0211,42.80,-0.000,125,3,0,1,1,14
273,324349,1789969621,148,0,174608,-12.0211,42.80,-0.000,125,3,0,1,1,14
274,325349,1789969622,148,0,175608,-12.0211,42.80,-0.000,125,3,0,1,1,14
275,326349,1789969623,148,0,176608,-12.0211,42.80,-0.000,125,3,0,1,1,14
276,327350,1789969624,148,0,177609,-12.0211,42.80,-0.000,125,3,0,1,1,14
277,328352,1789969625,148,0,178611,-12.0211,42.80,-0.000,125,3,0,1,1,14
278,329352,1789969626,148,0,179611,-12.0211,42.80,-0.000,125,3,0,1,1,14
279,330354,1789969627,148,0,180613,-12.0211,42.80,-0.000,126,3,0,1,1,14
280,331354,1789969628,148,0,181613,-12.0211,42.80,-0.000,126,3,0,1,1,14
281,332355,1789969629,148,0,182614,-12.0211,42.80,-0.000,126,3,0,1,1,14
282,333356,1789969630,148,0,183615,-12.0211,42.80,-0.000,126,3,0,1,1,14
283,334357,1789969631,148,0,184616,-12.0211,42.80,-0.000,126,3,0,1,1,14
284,335357,1789969632,148,0,185616,-12.0211,42.80,-0.000,126,3,0,1,1,14
285,336360,1789969633,148,0,186619,-12.0211,42.80,-0.000,126,3,0,1,1,14
286,337361,1789969634,148,0,187620,-12.0211,42.80,-0.000,126,3,0,1,1,14
287,338361,1789969635,148,0,188620,-12.0211,42.80,-0.000,126,3,0,1,1,14
288,339361,1789969636,148,0,189620,-12.0211,42.80,-0.000,126,3,0,1,1,14
289,340362,1789969637,148,0,190621,-12.0211,42.80,-0.000,126,3,0,1,1,14
290,341363,1789969638,148,0,191622,-12.0211,42.80,-0.000,126,3,0,1,1,14
291,342363,1789969639,148,0,192622,-12.0211,42.80,-0.000,126,3,0,1,1,14
292,343363,1789969640,148,0,193622,-12.0211,42.80,-0.000,126,3,0,1,1,14
293,344363,1789969641,148,0,194622,-12.0211,42.80,-0.000,126,3,0,1,1,14
294,345364,1789969642,148,0,195623,-12.0211,42.80,-0.000,126,3,0,1,1,14
295,346365,1789969643,148,0,196624,-12.0211,42.80,-0.000,126,3,0,1,1,14
296,347365,1789969644,148,0,197624,-12.0211,42.80,-0.000,126,3,0,1,1,14
297,348365,1789969645,148,0,198623,-12.0211,42.80,-0.000,126,3,0,1,1,14
298,349365,1789969646,148,0,199624,-12.0211,42.80,-0.000,126,3,0,1,1,14
299,350366,1789969647,148,0,200625,-12.0211,42.80,-0.000,127,3,0,1,1,14
300,351366,1789969648,148,0,201625,-12.0211,42.80,-0.000,127,3,0,1,1,14
301,352367,1789969649,148,0,202626,-12.0211,42.80,-0.000,127,3,0,1,1,14
302,353368,1789969650,148,0,203627,-12.0211,42.80,-0.000,127,3,0,1,1,14
303,354369,1789969651,148,0,204628,-12.0211,42.80,-0.000,127,3,0,1,1,14
304,355369,1789969652,148,0,205628,-12.0211,42.80,-0.000,127,3,0,1,1,14
305,356370,1789969653,148,0,206629,-12.0211,42.80,-0.000,127,3,0,1,1,14
306,357370,1789969654,148,0,207629,-12.0211,42.80,-0.000,127,3,0,1,1,14
307,358371,1789969655,148,0,208630,-12.0211,42.80,-0.000,127,3,0,1,1,14
308,359372,1789969656,148,0,209631,-12.0211,42.80,-0.000,127,3,0,1,1,14
